season,episode,character,line
S09,E06,Joey," I know, right? (Chandler has really big eyes, and nods) Wh... Wh... Why are we doing this?"
S09,E06,Chandler, Monica says that her Maitre D. is the funniest guy she's ever met.
S09,E06,Joey, Seriously? She actually said that?
S09,E06,Chandler, Yes! Am I crazy to be this upset?
S09,E06,Joey, Nooooo! Being funny is your thing!
S09,E06,Chandler, Yeah!
S09,E06,Joey," Without that, you just got ""lame with women""."
S09,E06,Chandler," Ye.... (stops because he realises what Joey just said, and stares at him. At this moment Monica enters)"
S09,E06,Monica, Hi! There you are.
S09,E06,Joey," (sees Monica) Fire trucks! (Chandlers eyes double in size and he turns to Monica who doesn't understand what's happening. Then he turns back to Joey, who says ""you're welcome"" without a sound)"
S09,E06,David," Wow, you look even... more beautiful than you did yesterday."
S09,E06,Phoebe, Oof...
S09,E06,David," In fact, ehm... I going to kiss you now. (David holds Phoebe and wants to kiss her.)"
S09,E06,Phoebe," Oh, wait, wait!"
S09,E06,David," Yeah, I-I don't, I can't get away with stuff like that. I-I-It sounded sexy in my head, so I..."
S09,E06,Phoebe," No, no, it's not that. (they go sit on the couch) Uhm... Remember when you asked me if I was seeing someone and I said no? Well, uhm... I am. His ... his name is Mike."
S09,E06,David, Oh... oh...
S09,E06,Phoebe," Yeah, I should have told you."
S09,E06,David," No... well, yeah."
S09,E06,Phoebe," I'm sorry, I'm sorry."
S09,E06,David," Well, i-it's okay. I-I-I understand... Well, s... well, are you happy with this guy?"
S09,E06,Phoebe, I am happy.
S09,E06,David," Damn it! I-I'm sorry. I-I don't mean that. I-I want you to be happy... But only with me. No, uhm... that's not fair. Uh, who cares, leave him!. Oh, I don't mean that. Yes I do... I'm sorry Uhm, I... I think I should probably uhm... go..."
S09,E06,Phoebe," Well... but David, just... I just want you to know that... that... you know... telling you this... is one of the hardest things I've ever had to do."
S09,E06,David, Well... just so you know... hearing it wasn't exactly a Vladnik carnival either... Can we at least hug goodbye?
S09,E06,Phoebe," Of course, yeah.(they hug and Phoebe sighs... a little after that also David sighs and makes his way to the door) You know, a kiss on the cheek wouldn't be totally inappropriate..."
S09,E06,David, No... no...
S09,E06,Phoebe," I mean... (David kisses Phoebe on the cheek, makes his way to the door and turns around again)"
S09,E06,David, In Minsk...
S09,E06,Phoebe, Yeah?
S09,E06,David, ...it's uhm... i-it's two on each cheek and uhm... and one on the lips.
S09,E06,Phoebe," Well, if that's what they do in Minsk... (They kiss 2 on each cheek... and then they pause... David turns to the door) In New York... it's... (and then David grabs her by her neck and kisses her full on the lips... They kiss passionately and cannot seem to stop.)"
S09,E06,Rachel, (in a tearful voice) Oh... Oh boy... (she turns around and sees Ross) Hi...
S09,E06,Ross, (very worried) Is everything allright?
S09,E06,Rachel," Oh yeah, it's fine, it's fine. Sandy was just... was just telling me about how he proposed to his fiancée and it was just sooo beautiful."
S09,E06,Rachel, I can't... I can't hear it again.
S09,E06,Ross," And I'm fine never having heard it... (Rachel looks at Ross in a ""why do you say that"" manner) Rach, can I... can I see you for a sec?"
S09,E06,Rachel, Yeah! (to Sandy) Excuse me... (She walks to the kitchen with Ross and sighs)
S09,E06,Ross, Do you realise that man has cried in our apartment three times...? Huh? I haven't cried that many times since I moved in.
S09,E06,Rachel," Look, Ross, he's just... Sandy is just sensitive, that's all."
S09,E06,Ross," (picks up a cookie) Okay, okay, see... that... that is the problem. He is too sensitive. (takes a bite from the cookie)"
S09,E06,Rachel, What...? Too sensitive to take care of our baby?
S09,E06,Ross," (speaking with his mouth full) Yeah, I mean, all things that guy... (looks at the cookie) These are amazing!"
S09,E06,Rachel, Sandy made Madeleines.
S09,E06,Ross," This... this is exactly what I'm talking about. What kind of a guy makes... makes... delicate French cookies, huh? They're not even... butch, manly cookies with... with... you know with... with chunks. (takes a careful bite from the cookie)"
S09,E06,Rachel," Well, I... you know, I-I-I don't know what to say... I mean, I never thought of you as a guy who needed his men to be men. You know, 'cause I gotta tell you Ross, it not like you just came in from branding cattle."
S09,E06,Ross, Hey... there's sensitive... and there is too sensitive.
S09,E06,Rachel," Okay, what? What is too sensitive? (There's music coming from the living room. Ross opens the door to the living room and he and Rachel see Sandy play a song for Emma on his recorder. Rachel is moved by this, but Ross only sees his point proven again, and walks back into the kitchen, angrily. The door he was holding, swings back an"
S09,E06,Phoebe," Hmmm... No, no... No, I can't do this. It's bad."
S09,E06,David," But... I-I-It's nice... A-a-and... nice is good. A-a-and good is not bad, ergo, w-w-we should keep kissing."
S09,E06,Phoebe," No, no. No."
S09,E06,David, But... ergo...
S09,E06,Phoebe," Look David, if... if you had never left, then... yeah, we'd probably still be together right now, but... you did leave, and I-I'm with Mike and I really care about him..."
S09,E06,David," Uhm... uhm... Goodbye... Uh... Schto ya ztez vigul... ui... (David holds his hands gently on the back of Phoebe's neck. There's a sound of a a bunch of keys rattling, and the door opens... It's Mike)"
S09,E06,Mike," Well... hey, the key works...! (he looks as if he doesn't want to believe what's happening)"
S09,E06,Phoebe, (points to David) And you thanks for the face massage. Thank you.
S09,E06,Ross, Did Rachel tell you we hired a male nanny?
S09,E06,Monica, Yeah! I think that's great!
S09,E06,Ross," Oh really? Did she tell you he plays the recorder, recites poetry and bakes Madeleines?"
S09,E06,Monica, Oh... How are they?
S09,E06,Ross, (looks like in heaven) Lighter than air... (changes back to serious) But that's not the point. (Joey now also enters)
S09,E06,Joey, Hey!
S09,E06,Ross, Hey...! Rachel and I hired a male nanny.
S09,E06,Joey, (looks surprised) Really...? Guys do that...? That's... weird...
S09,E06,Ross, Thank you!
S09,E06,Joey, That's like a woman wanting to be a...
S09,E06,Ross, ...a what? A what? What's the end of that sentence?
S09,E06,Monica, Yes... What is the end of that sentence?
S09,E06,Joey," Uhm... A penis model. (Monica can't believe what's she's hearing and Ross pats Joey on the back.) Anyway, hey... Did you tell Chandler that some guy from work is the funniest guy you've ever met?"
S09,E06,Monica," Yeah, so?"
S09,E06,Ross, Wow!
S09,E06,Joey, Really? Do you not know Chandler?
S09,E06,Monica," Is that why he's acting so weird...? He's jealous...? Oh my God, that is crazy. It's not like I'm attracted to Geoffrey..."
S09,E06,Joey," So what? Being funny is Chandler's thing... You know, like Ross's thing is... (he can't come up with anything)"
S09,E06,Ross, Science...? Academia...? Being a good father...?
S09,E06,Joey, ...No... (he just can't seem to grasp it)
S09,E06,Monica, I can't believe he's that upset about this...
S09,E06,Joey," Monica, you have to do some damage control here, okay. 'Cause he's feeling like... (the door opens and Chandler walks in with a pizza)"
S09,E06,Chandler, Hey!
S09,E06,Joey, Heeeyy! Hey!
S09,E06,Chandler, What are you guys talking about?
S09,E06,Ross," Uhm... Rachel and I hired a male nanny. (Joey makes a gesture and sound like ""Can you believe that?"")"
S09,E06,Chandler," You got a man who's a nanny...? You got a manny...? (Monica starts laughing, but very exaggerated. Joey realises they also should laugh and punches Ross. Now all three of them laugh, but very fake. Chandler seems happy again.)"
S09,E06,Chandler," You know, I don't mind a... male nanny, but I do draw the line at a male wetnurse. (again they laugh, even more fake than before)"
S09,E06,Monica," Ohhh, ooohhh... you are on a roll, mister!"
S09,E06,Chandler," If I'd known you guys were coming over, I would have brought more pizza. (they all burst out in a thundering laugh)"
S09,E06,Monica," Okay, okay... Chandler you... you stop it! (Monica wipes away tears)"
S09,E06,Chandler, What is so funny about that? (they realise it wasn't a joke)
S09,E06,Monica," Well, I don't know... I-It's... just the way you say it... I mean, you're funny... You have that funny thing. You're a funny guy! (Chandler turns to Joey)"
S09,E06,Chandler," Did you tell her what we talked about? (Joey starts laughing hysterically, but then gets serious again...)"
S09,E06,Joey, Yeah....
S09,E06,Chandler, So those were pity laughs? PITY LAUGHS? (Joey and Ross walk away from the kitchen)
S09,E06,Monica," Honey, listen... You have nothing to worry about with Geoffrey."
S09,E06,Chandler, Oh yeah? Is he funnier than me?
S09,E06,Monica," Well, you're... you're different funny... I mean, you're... you're more sarcastic a-a-and... well, he does... bits... and impressions... and... and limericks..."
S09,E06,Chandler," I do limericks... uhm... There once was a man named Chandler, whose wife made him die inside."
S09,E06,Monica," Honey, you know I think you're hilarious! Come on, you know that joke you told me last week? The one about Jerry Lewis and the girl with the lazy eye...? (he laughs) That slayed me."
S09,E06,Ross," Hey... I made up that joke and told it to you! (He points at Chandler. Joey gestures to Ross ""What are you doing?)"
S09,E06,Joey, Not knowing when to shut up...
S09,E06,Ross, Yep! That's my thing...
S09,E06,Mike, So... how many guys have your key?
S09,E06,Phoebe," No, no, no, no, no... It's not... it's not... i'ts not as bad as it looks... really. I was just saying goodbye to an old friend."
S09,E06,Mike, Your lipstick's on his mouth.
S09,E06,David," Oh, uh... we just uh... happen to wear the same shade."
S09,E06,Phoebe," No, uhm... David and I did use to go out... but years ago, and he lives in Minsk. He's only... he's only in town for a couple of days."
S09,E06,Mike, Did you uhm...
S09,E06,Phoebe," No, no..."
S09,E06,Mike, ...kiss him?
S09,E06,Phoebe," Oh, well, yeah..."
S09,E06,David," Yes, but uhm... You should know... she really likes you. I-In fact I-I-I don't think you realise j-just how lucky you are fella. (he points at Mike)"
S09,E06,Mike, Don't point your finger at me.
S09,E06,David, Why? Wh-What are you going to do about it?
S09,E06,Mike, Well... I'll... just show you what I'm gonna do about it... (he hits David's finger with his finger and they start to finger-fight using their fingers as swords saying all kinds of macho crap)
S09,E06,Phoebe," Stop it! Stop it, before someone gets really hurt! (they stop and Phoebe gets David's jacket and gives it to him) Here David, you should just go."
S09,E06,David," Allright... But... if I ever do come back from Minsk... (points at Mike) well, you just better watch out."
S09,E06,Mike," Well, if I ever goto Minsk, you'd better watch out."
S09,E06,David," Oh, you're going to Minsk?"
S09,E06,Mike," Well, I might."
S09,E06,David," Really? Well, if you do, come in the spring. It's just lovely there."
S09,E06,Phoebe," Okay, well... guys?"
S09,E06,David, Right... Goodbye Phoebe. (Makes a move to kiss her.)
S09,E06,Mike," Hey, what are you kidding me?"
S09,E06,David," Right-o, right-o... (to Mike) Take good care of her. (and he leaves)"
S09,E06,Phoebe," I'm sorry, I'm so sorry. If you... If you want your key back, I totally understand."
S09,E06,Mike, It's never gonna happen again right?
S09,E06,Phoebe, Right! Never! Never! I swear! (They kiss... The door opens and David comes in again.)
S09,E06,David," I-I... Oh I...I just wanna say uhm... if you do ever come to Minsk, that's my number (gives Mike a business card) We'll uhm... we'll party up Vladnik style. (He leaves again)"
S09,E06,Joey," Yeah! Allright! Hey, hey Ross. Check it out! Sandy taught me Hot-cross Buns."
S09,E06,Ross, Really? Sounded like Three Blind Mice.
S09,E06,Joey, Noooo... Three Blind Mice goes like this... (he puts his fingers in position on the recorder)
S09,E06,Ross, (looks angrily at Joey and points at him) I swear to God...! (Joey is in shock)
S09,E06,Joey, Me! I'm up for puppets!
S09,E06,Ross," Okay, okay... How exactly is a two month old supposed to appreciate puppets?"
S09,E06,Joey," I wanna be mr. Wigglemunch. (and makes a ""there"" nod to Ross)"
S09,E06,Ross, (shakes his head) Oh my God!
S09,E06,Rachel, That was kind of rude!
S09,E06,Ross," Oh, I'm sorry. Please apologise to Sandy and the Snufflebumps for me."
S09,E06,Rachel," You know, he was just doing his job..."
S09,E06,Ross," Well, you know what... I-I'm sorry I'm the only one who isn't in love with Gary Poppins out there... But I just... I can't... I can't go through with this."
S09,E06,Rachel," Oh, come on Ross..."
S09,E06,Ross," No! Hey, you know what? I'm sorry. I would never force you... to hire someone you were this uncomfortable with..."
S09,E06,Rachel, (sighs) Oh... That's true.
S09,E06,Ross, Thank you!
S09,E06,Rachel," Well, you're the one who wants to fire him, so you're gonna have to do it. (Ross walks to the living room determined to fire Sandy)"
S09,E06,Joey, (kind of emotional) I am learning so much from you.
S09,E06,Chandler," Well, I'm off to Tulsa, so if your Maitre D. friend has any funny Oklahoma jokes, tell him to e-mail me at www.hahanotsomuch.com."
S09,E06,Monica," Honey, you can relax. Last night at work, Geoffrey told this really sexist joke. After that, not so funny anymore."
